Index,Outer Diameter(m),Core Diameter Percentage(%),Beam Height(m),Beam Starting Width(m),Radial Limit Percentage(%),Circle Amount,Force(kN/m2),Concrete Volume(m3),Deflection Nodal Hybrid(m),Deflection Linear Hybrid(m),Deflection Avg Hybrid (m),Deflection Nodal Web(m),Deflection Linear Web(m),Deflection Avg Web (m),Deflection Nodal Waffle(m),Deflection Linear Waffle(m),Deflection Avg Waffle (m),Deflection Areal Concrete(m),Material Efficiency Hybrid (m/m3),Material Efficiency Web (m/m3),Material Efficiency Waffle (m/m3),Material Efficiency Areal Concrete (m/m3)
257,30,14.6,1.0,0.5,7,14,10.0,488,0.046,0.05,0.0484,0.045,0.054,0.0504,0.094,0.099,0.097,0.044,9.918032786885245e-05,0.00010327868852459016,0.0001987704918032787,9.01639344262295e-05
258,30,14.7,1.0,0.5,7,14,10.0,488,0.045,0.049,0.0474,0.045,0.054,0.0504,0.094,0.099,0.097,0.044,9.71311475409836e-05,0.00010327868852459016,0.0001987704918032787,9.01639344262295e-05
259,30,14.8,1.0,0.5,7,14,10.0,488,0.045,0.049,0.0474,0.045,0.054,0.0504,0.093,0.099,0.0966,0.044,9.71311475409836e-05,0.00010327868852459016,0.00019795081967213115,9.01639344262295e-05
260,30,14.9,1.0,0.5,7,14,10.0,487,0.045,0.049,0.0474,0.045,0.053,0.0498,0.093,0.098,0.096,0.044,9.73305954825462e-05,0.00010225872689938398,0.0001971252566735113,9.034907597535934e-05
261,30,15.0,1.0,0.5,7,14,10.0,487,0.045,0.049,0.0474,0.045,0.053,0.0498,0.093,0.098,0.096,0.044,9.73305954825462e-05,0.00010225872689938398,0.0001971252566735113,9.034907597535934e-05
262,30,15.1,1.0,0.5,7,14,10.0,516,0.046,0.05,0.0484,0.044,0.052,0.048799999999999996,0.09,0.095,0.093,0.039,9.37984496124031e-05,9.45736434108527e-05,0.0001802325581395349,7.558139534883721e-05
263,30,15.2,1.0,0.5,7,14,10.0,516,0.046,0.05,0.0484,0.044,0.052,0.048799999999999996,0.089,0.094,0.092,0.039,9.37984496124031e-05,9.45736434108527e-05,0.00017829457364341086,7.558139534883721e-05
264,30,15.3,1.0,0.5,7,14,10.0,516,0.046,0.05,0.0484,0.044,0.052,0.048799999999999996,0.089,0.094,0.092,0.039,9.37984496124031e-05,9.45736434108527e-05,0.00017829457364341086,7.558139534883721e-05
265,30,15.4,1.0,0.5,7,14,10.0,515,0.046,0.05,0.0484,0.044,0.052,0.048799999999999996,0.089,0.093,0.0914,0.039,9.398058252427184e-05,9.475728155339806e-05,0.0001774757281553398,7.572815533980583e-05
266,30,15.5,1.0,0.5,7,14,10.0,515,0.046,0.05,0.0484,0.044,0.052,0.048799999999999996,0.088,0.093,0.091,0.038,9.398058252427184e-05,9.475728155339806e-05,0.0001766990291262136,7.378640776699029e-05
267,30,15.6,1.0,0.5,7,14,10.0,515,0.045,0.049,0.0474,0.044,0.051,0.04819999999999999,0.088,0.093,0.091,0.038,9.203883495145631e-05,9.359223300970873e-05,0.0001766990291262136,7.378640776699029e-05
268,30,15.7,1.0,0.5,7,14,10.0,518,0.046,0.05,0.0484,0.044,0.051,0.04819999999999999,0.087,0.092,0.09,0.038,9.343629343629343e-05,9.305019305019303e-05,0.00017374517374517374,7.335907335907336e-05
269,30,15.8,1.0,0.5,7,14,10.0,531,0.046,0.049,0.047799999999999995,0.043,0.051,0.047799999999999995,0.086,0.091,0.089,0.036,9.001883239171373e-05,9.001883239171373e-05,0.00016760828625235404,6.779661016949152e-05
270,30,15.9,1.0,0.5,7,14,10.0,531,0.046,0.049,0.047799999999999995,0.043,0.05,0.0472,0.085,0.09,0.088,0.036,9.001883239171373e-05,8.888888888888889e-05,0.00016572504708097928,6.779661016949152e-05
271,30,16.0,1.0,0.5,7,14,10.0,530,0.045,0.049,0.0474,0.043,0.05,0.0472,0.085,0.09,0.088,0.035,8.943396226415094e-05,8.90566037735849e-05,0.00016603773584905658,6.60377358490566e-05
272,30,16.1,1.0,0.5,7,14,10.0,530,0.045,0.049,0.0474,0.043,0.05,0.0472,0.085,0.089,0.0874,0.035,8.943396226415094e-05,8.90566037735849e-05,0.0001649056603773585,6.60377358490566e-05
273,30,16.2,1.0,0.5,7,14,10.0,530,0.045,0.048,0.046799999999999994,0.042,0.05,0.0468,0.084,0.089,0.087,0.035,8.830188679245282e-05,8.830188679245283e-05,0.0001641509433962264,6.60377358490566e-05
274,30,16.3,1.0,0.5,7,14,10.0,529,0.045,0.048,0.046799999999999994,0.042,0.05,0.0468,0.084,0.089,0.087,0.035,8.8468809073724e-05,8.846880907372401e-05,0.00016446124763705103,6.616257088846882e-05
275,30,16.4,1.0,0.5,7,14,10.0,523,0.044,0.047,0.0458,0.042,0.05,0.0468,0.084,0.089,0.087,0.036,8.75717017208413e-05,8.948374760994265e-05,0.00016634799235181643,6.883365200764817e-05
276,30,16.5,1.0,0.5,7,14,10.0,522,0.044,0.047,0.0458,0.042,0.05,0.0468,0.084,0.089,0.087,0.036,8.773946360153256e-05,8.96551724137931e-05,0.00016666666666666666,6.89655172413793e-05
277,30,16.6,1.0,0.5,7,14,10.0,512,0.041,0.044,0.0428,0.042,0.05,0.0468,0.084,0.089,0.087,0.037,8.359375e-05,9.140625e-05,0.000169921875,7.2265625e-05
278,30,16.7,1.0,0.5,7,14,10.0,512,0.041,0.044,0.0428,0.042,0.05,0.0468,0.084,0.089,0.087,0.037,8.359375e-05,9.140625e-05,0.000169921875,7.2265625e-05
279,30,16.8,1.0,0.5,7,14,10.0,511,0.041,0.043,0.0422,0.042,0.05,0.0468,0.084,0.088,0.0864,0.037,8.258317025440314e-05,9.158512720156556e-05,0.0001690802348336595,7.240704500978473e-05
280,30,16.9,1.0,0.5,7,14,10.0,511,0.04,0.043,0.0418,0.042,0.05,0.0468,0.083,0.088,0.086,0.037,8.180039138943248e-05,9.158512720156556e-05,0.00016829745596868884,7.240704500978473e-05
281,30,17.0,1.0,0.5,7,14,10.0,512,0.041,0.043,0.0422,0.042,0.05,0.0468,0.083,0.088,0.086,0.036,8.2421875e-05,9.140625e-05,0.00016796875,7.03125e-05
282,30,17.1,1.0,0.5,7,14,10.0,512,0.04,0.043,0.0418,0.042,0.05,0.0468,0.083,0.087,0.0854,0.036,8.1640625e-05,9.140625e-05,0.000166796875,7.03125e-05
283,30,17.2,1.0,0.5,7,14,10.0,511,0.04,0.043,0.0418,0.042,0.05,0.0468,0.082,0.087,0.08499999999999999,0.036,8.180039138943248e-05,9.158512720156556e-05,0.00016634050880626222,7.045009784735811e-05
284,30,17.3,1.0,0.5,7,14,10.0,523,0.04,0.043,0.0418,0.041,0.049,0.0458,0.081,0.086,0.08399999999999999,0.034,7.992351816443595e-05,8.75717017208413e-05,0.0001606118546845124,6.500956022944552e-05
285,30,17.4,1.0,0.5,7,14,10.0,522,0.04,0.042,0.0412,0.041,0.049,0.0458,0.081,0.085,0.0834,0.034,7.89272030651341e-05,8.773946360153256e-05,0.00015977011494252874,6.513409961685824e-05
286,30,17.5,1.0,0.5,7,14,10.0,522,0.039,0.042,0.0408,0.041,0.049,0.0458,0.08,0.085,0.083,0.034,7.816091954022989e-05,8.773946360153256e-05,0.00015900383141762453,6.513409961685824e-05
287,30,17.6,1.0,0.5,7,14,10.0,522,0.039,0.042,0.0408,0.041,0.049,0.0458,0.08,0.085,0.083,0.034,7.816091954022989e-05,8.773946360153256e-05,0.00015900383141762453,6.513409961685824e-05
288,30,17.7,1.0,0.5,7,14,10.0,523,0.039,0.042,0.0408,0.041,0.049,0.0458,0.08,0.084,0.0824,0.034,7.801147227533461e-05,8.75717017208413e-05,0.0001575525812619503,6.500956022944552e-05
289,30,17.8,1.0,0.5,7,14,10.0,522,0.039,0.042,0.0408,0.041,0.049,0.0458,0.079,0.084,0.082,0.034,7.816091954022989e-05,8.773946360153256e-05,0.00015708812260536398,6.513409961685824e-05
290,30,17.9,1.0,0.5,7,14,10.0,522,0.039,0.042,0.0408,0.041,0.048,0.045200000000000004,0.079,0.083,0.0814,0.034,7.816091954022989e-05,8.659003831417625e-05,0.00015593869731800767,6.513409961685824e-05
291,30,18.0,1.0,0.5,7,14,10.0,521,0.039,0.042,0.0408,0.041,0.048,0.045200000000000004,0.079,0.083,0.0814,0.033,7.831094049904032e-05,8.675623800383879e-05,0.0001562380038387716,6.333973128598848e-05
292,30,18.1,1.0,0.5,7,14,10.0,534,0.038,0.041,0.0398,0.041,0.048,0.045200000000000004,0.077,0.082,0.08,0.032,7.453183520599251e-05,8.464419475655432e-05,0.000149812734082397,5.99250936329588e-05
293,30,18.2,1.0,0.5,7,14,10.0,533,0.038,0.041,0.0398,0.041,0.048,0.045200000000000004,0.077,0.081,0.0794,0.032,7.467166979362102e-05,8.480300187617262e-05,0.00014896810506566605,6.00375234521576e-05
294,30,18.3,1.0,0.5,7,14,10.0,533,0.038,0.041,0.0398,0.04,0.048,0.0448,0.077,0.081,0.0794,0.032,7.467166979362102e-05,8.405253283302064e-05,0.00014896810506566605,6.00375234521576e-05
295,30,18.4,1.0,0.5,7,14,10.0,534,0.038,0.041,0.0398,0.04,0.048,0.0448,0.076,0.08,0.0784,0.031,7.453183520599251e-05,8.389513108614232e-05,0.00014681647940074905,5.805243445692884e-05
296,30,18.5,1.0,0.5,7,14,10.0,533,0.038,0.04,0.0392,0.04,0.047,0.0442,0.076,0.08,0.0784,0.031,7.354596622889305e-05,8.292682926829269e-05,0.0001470919324577861,5.8161350844277676e-05
297,30,18.6,1.0,0.5,7,14,10.0,533,0.038,0.04,0.0392,0.04,0.047,0.0442,0.075,0.08,0.078,0.031,7.354596622889305e-05,8.292682926829269e-05,0.00014634146341463414,5.8161350844277676e-05
298,30,18.7,1.0,0.5,7,14,10.0,533,0.038,0.04,0.0392,0.04,0.047,0.0442,0.075,0.079,0.0774,0.031,7.354596622889305e-05,8.292682926829269e-05,0.0001452157598499062,5.8161350844277676e-05
299,30,18.8,1.0,0.5,7,14,10.0,544,0.037,0.04,0.0388,0.039,0.047,0.0438,0.074,0.078,0.0764,0.029,7.13235294117647e-05,8.051470588235294e-05,0.00014044117647058822,5.330882352941177e-05
300,30,18.9,1.0,0.5,7,14,10.0,544,0.037,0.039,0.0382,0.039,0.047,0.0438,0.074,0.078,0.0764,0.029,7.022058823529411e-05,8.051470588235294e-05,0.00014044117647058822,5.330882352941177e-05
301,30,19.0,1.0,0.5,7,14,10.0,545,0.037,0.039,0.0382,0.039,0.046,0.0432,0.073,0.077,0.0754,0.029,7.009174311926605e-05,7.926605504587156e-05,0.000138348623853211,5.321100917431193e-05
302,30,19.1,1.0,0.5,7,14,10.0,544,0.037,0.039,0.0382,0.039,0.046,0.0432,0.073,0.077,0.0754,0.029,7.022058823529411e-05,7.941176470588236e-05,0.00013860294117647057,5.330882352941177e-05
303,30,19.2,1.0,0.5,7,14,10.0,544,0.037,0.039,0.0382,0.039,0.046,0.0432,0.073,0.077,0.0754,0.029,7.022058823529411e-05,7.941176470588236e-05,0.00013860294117647057,5.330882352941177e-05
304,30,19.3,1.0,0.5,7,14,10.0,544,0.037,0.039,0.0382,0.039,0.046,0.0432,0.072,0.076,0.0744,0.029,7.022058823529411e-05,7.941176470588236e-05,0.00013676470588235294,5.330882352941177e-05
305,30,19.4,1.0,0.5,7,14,10.0,543,0.037,0.039,0.0382,0.039,0.046,0.0432,0.072,0.076,0.0744,0.029,7.034990791896869e-05,7.955801104972376e-05,0.00013701657458563534,5.340699815837938e-05
306,30,19.5,1.0,0.5,7,14,10.0,553,0.036,0.038,0.0372,0.039,0.046,0.0432,0.071,0.075,0.07339999999999999,0.028,6.726943942133815e-05,7.811934900542496e-05,0.00013273056057866184,5.0632911392405066e-05
307,30,19.6,1.0,0.5,7,14,10.0,553,0.036,0.038,0.0372,0.039,0.045,0.0426,0.071,0.075,0.07339999999999999,0.027,6.726943942133815e-05,7.703435804701628e-05,0.00013273056057866184,4.88245931283906e-05
308,30,19.7,1.0,0.5,7,14,10.0,553,0.036,0.038,0.0372,0.039,0.045,0.0426,0.07,0.074,0.07239999999999999,0.027,6.726943942133815e-05,7.703435804701628e-05,0.00013092224231464736,4.88245931283906e-05
309,30,19.8,1.0,0.5,7,14,10.0,553,0.036,0.038,0.0372,0.038,0.045,0.0422,0.07,0.074,0.07239999999999999,0.027,6.726943942133815e-05,7.63110307414105e-05,0.00013092224231464736,4.88245931283906e-05
310,30,19.9,1.0,0.5,7,14,10.0,553,0.036,0.038,0.0372,0.038,0.045,0.0422,0.07,0.074,0.07239999999999999,0.027,6.726943942133815e-05,7.63110307414105e-05,0.00013092224231464736,4.88245931283906e-05
311,30,20.0,1.0,0.5,7,14,10.0,552,0.036,0.038,0.0372,0.038,0.045,0.0422,0.07,0.073,0.0718,0.027,6.739130434782608e-05,7.644927536231884e-05,0.00013007246376811594,4.891304347826087e-05
312,30,4.5,1.0,0.5,10,14,10.0,136,0.081,0.096,0.09,0.092,0.128,0.11359999999999999,0.278,0.306,0.2948,0.649,0.0006617647058823529,0.0008352941176470588,0.0021676470588235294,0.004772058823529412
313,30,4.6,1.0,0.5,10,14,10.0,157,0.075,0.091,0.0846,0.084,0.115,0.10260000000000001,0.252,0.276,0.26639999999999997,0.511,0.0005388535031847134,0.0006535031847133758,0.0016968152866242037,0.0032547770700636944
314,30,4.7,1.0,0.5,10,14,10.0,157,0.075,0.091,0.0846,0.084,0.115,0.10260000000000001,0.251,0.276,0.266,0.51,0.0005388535031847134,0.0006535031847133758,0.001694267515923567,0.003248407643312102
315,30,4.8,1.0,0.5,10,14,10.0,157,0.074,0.091,0.0842,0.084,0.115,0.10260000000000001,0.251,0.275,0.2654,0.509,0.0005363057324840764,0.0006535031847133758,0.0016904458598726115,0.0032420382165605096
316,30,4.9,1.0,0.5,10,14,10.0,157,0.074,0.091,0.0842,0.083,0.115,0.10220000000000001,0.251,0.275,0.2654,0.508,0.0005363057324840764,0.000650955414012739,0.0016904458598726115,0.003235668789808917
317,30,5.0,1.0,0.5,10,14,10.0,158,0.075,0.091,0.0846,0.083,0.114,0.1016,0.249,0.273,0.2634,0.5,0.0005354430379746835,0.0006430379746835443,0.0016670886075949368,0.0031645569620253164
318,30,5.1,1.0,0.5,10,14,10.0,158,0.075,0.091,0.0846,0.083,0.114,0.1016,0.248,0.272,0.2624,0.499,0.0005354430379746835,0.0006430379746835443,0.0016607594936708862,0.003158227848101266
319,30,5.2,1.0,0.5,10,14,10.0,158,0.075,0.091,0.0846,0.083,0.114,0.1016,0.248,0.272,0.2624,0.498,0.0005354430379746835,0.0006430379746835443,0.0016607594936708862,0.0031518987341772153
320,30,5.3,1.0,0.5,10,14,10.0,158,0.074,0.09,0.08360000000000001,0.083,0.114,0.1016,0.248,0.271,0.26180000000000003,0.498,0.000529113924050633,0.0006430379746835443,0.0016569620253164559,0.0031518987341772153
321,30,5.4,1.0,0.5,10,14,10.0,158,0.074,0.09,0.08360000000000001,0.083,0.113,0.101,0.247,0.271,0.26139999999999997,0.497,0.000529113924050633,0.000639240506329114,0.0016544303797468352,0.0031455696202531643
322,30,5.5,1.0,0.5,10,14,10.0,158,0.074,0.09,0.08360000000000001,0.082,0.113,0.1006,0.247,0.27,0.26080000000000003,0.496,0.000529113924050633,0.0006367088607594937,0.0016506329113924053,0.003139240506329114
323,30,5.6,1.0,0.5,10,14,10.0,182,0.073,0.088,0.08199999999999999,0.077,0.104,0.0932,0.225,0.246,0.23759999999999998,0.39,0.0004505494505494505,0.0005120879120879121,0.0013054945054945053,0.002142857142857143
324,30,5.7,1.0,0.5,10,14,10.0,183,0.075,0.089,0.0834,0.077,0.104,0.0932,0.224,0.244,0.23600000000000002,0.383,0.0004557377049180328,0.0005092896174863389,0.0012896174863387979,0.002092896174863388
325,30,5.8,1.0,0.5,10,14,10.0,183,0.075,0.089,0.0834,0.077,0.104,0.0932,0.223,0.243,0.235,0.383,0.0004557377049180328,0.0005092896174863389,0.0012841530054644808,0.002092896174863388
326,30,5.9,1.0,0.5,10,14,10.0,183,0.075,0.088,0.08279999999999998,0.076,0.103,0.09219999999999999,0.223,0.243,0.235,0.382,0.00045245901639344254,0.0005038251366120218,0.0012841530054644808,0.002087431693989071
327,30,6.0,1.0,0.5,10,14,10.0,183,0.075,0.088,0.08279999999999998,0.076,0.103,0.09219999999999999,0.223,0.242,0.2344,0.381,0.00045245901639344254,0.0005038251366120218,0.0012808743169398908,0.0020819672131147542
328,30,6.1,1.0,0.5,10,14,10.0,183,0.074,0.088,0.0824,0.076,0.103,0.09219999999999999,0.22,0.241,0.23259999999999997,0.381,0.0004502732240437159,0.0005038251366120218,0.0012710382513661201,0.0020819672131147542
329,30,6.2,1.0,0.5,10,14,10.0,183,0.074,0.088,0.0824,0.076,0.103,0.09219999999999999,0.219,0.24,0.2316,0.38,0.0004502732240437159,0.0005038251366120218,0.0012655737704918033,0.002076502732240437
330,30,6.3,1.0,0.5,10,14,10.0,183,0.074,0.087,0.0818,0.076,0.103,0.09219999999999999,0.219,0.239,0.231,0.379,0.00044699453551912566,0.0005038251366120218,0.0012622950819672133,0.00207103825136612
331,30,6.4,1.0,0.5,10,14,10.0,182,0.074,0.087,0.0818,0.076,0.103,0.09219999999999999,0.225,0.247,0.23820000000000002,0.38,0.00044945054945054946,0.0005065934065934066,0.0013087912087912088,0.002087912087912088
332,30,6.5,1.0,0.5,10,14,10.0,182,0.074,0.087,0.0818,0.076,0.103,0.09219999999999999,0.217,0.238,0.22959999999999997,0.379,0.00044945054945054946,0.0005065934065934066,0.0012615384615384613,0.0020824175824175825
333,30,6.6,1.0,0.5,10,14,10.0,182,0.073,0.086,0.0808,0.076,0.103,0.09219999999999999,0.217,0.237,0.22899999999999998,0.379,0.00044395604395604395,0.0005065934065934066,0.0012582417582417582,0.0020824175824175825
334,30,6.7,1.0,0.5,10,14,10.0,207,0.071,0.086,0.07999999999999999,0.072,0.095,0.08579999999999999,0.2,0.218,0.21080000000000002,0.303,0.00038647342995169076,0.00041449275362318835,0.0010183574879227054,0.001463768115942029
335,30,6.8,1.0,0.5,10,14,10.0,207,0.071,0.086,0.07999999999999999,0.072,0.094,0.0852,0.199,0.217,0.2098,0.302,0.00038647342995169076,0.0004115942028985507,0.0010135265700483092,0.0014589371980676328
336,30,6.9,1.0,0.5,10,14,10.0,206,0.071,0.086,0.07999999999999999,0.072,0.094,0.0852,0.199,0.216,0.2092,0.302,0.0003883495145631067,0.0004135922330097087,0.0010155339805825244,0.001466019417475728
337,30,7.0,1.0,0.5,10,14,10.0,208,0.072,0.086,0.0804,0.071,0.094,0.0848,0.197,0.215,0.2078,0.296,0.00038653846153846155,0.0004076923076923077,0.0009990384615384616,0.001423076923076923
338,30,7.1,1.0,0.5,10,14,10.0,208,0.071,0.086,0.07999999999999999,0.071,0.093,0.0842,0.196,0.214,0.20679999999999998,0.296,0.00038461538461538456,0.00040480769230769227,0.0009942307692307692,0.001423076923076923
339,30,7.2,1.0,0.5,10,14,10.0,208,0.071,0.086,0.07999999999999999,0.07,0.093,0.0838,0.196,0.213,0.2062,0.295,0.00038461538461538456,0.0004028846153846154,0.0009913461538461539,0.0014182692307692308
340,30,7.3,1.0,0.5,10,14,10.0,208,0.071,0.085,0.0794,0.071,0.093,0.0842,0.195,0.213,0.2058,0.295,0.00038173076923076924,0.00040480769230769227,0.000989423076923077,0.0014182692307692308
341,30,7.4,1.0,0.5,10,14,10.0,208,0.071,0.085,0.0794,0.071,0.093,0.0842,0.195,0.212,0.2052,0.294,0.00038173076923076924,0.00040480769230769227,0.0009865384615384614,0.0014134615384615383
342,30,7.5,1.0,0.5,10,14,10.0,207,0.07,0.085,0.07900000000000001,0.071,0.093,0.0842,0.194,0.211,0.2042,0.293,0.00038164251207729475,0.0004067632850241546,0.0009864734299516909,0.0014154589371980675
343,30,7.6,1.0,0.5,10,14,10.0,207,0.07,0.085,0.07900000000000001,0.071,0.093,0.0842,0.194,0.211,0.2042,0.293,0.00038164251207729475,0.0004067632850241546,0.0009864734299516909,0.0014154589371980675
344,30,7.7,1.0,0.5,10,14,10.0,286,0.063,0.071,0.0678,0.062,0.078,0.0716,0.16,0.173,0.1678,0.162,0.00023706293706293705,0.00025034965034965035,0.0005867132867132867,0.0005664335664335665
345,30,7.8,1.0,0.5,10,14,10.0,286,0.063,0.071,0.0678,0.062,0.078,0.0716,0.16,0.172,0.1672,0.162,0.00023706293706293705,0.00025034965034965035,0.0005846153846153846,0.0005664335664335665
346,30,7.9,1.0,0.5,10,14,10.0,286,0.063,0.071,0.0678,0.061,0.078,0.0712,0.159,0.171,0.16620000000000001,0.161,0.00023706293706293705,0.00024895104895104897,0.0005811188811188811,0.0005629370629370629
347,30,8.0,1.0,0.5,10,14,10.0,286,0.062,0.07,0.0668,0.061,0.078,0.0712,0.159,0.171,0.16620000000000001,0.161,0.00023356643356643356,0.00024895104895104897,0.0005811188811188811,0.0005629370629370629
348,30,8.1,1.0,0.5,10,14,10.0,286,0.062,0.07,0.0668,0.061,0.077,0.0706,0.158,0.17,0.1652,0.161,0.00023356643356643356,0.00024685314685314683,0.0005776223776223777,0.0005629370629370629
349,30,8.2,1.0,0.5,10,14,10.0,286,0.062,0.07,0.0668,0.061,0.077,0.0706,0.158,0.17,0.1652,0.16,0.00023356643356643356,0.00024685314685314683,0.0005776223776223777,0.0005594405594405594
350,30,8.3,1.0,0.5,10,14,10.0,286,0.062,0.07,0.0668,0.061,0.077,0.0706,0.157,0.169,0.1642,0.16,0.00023356643356643356,0.00024685314685314683,0.0005741258741258742,0.0005594405594405594
351,30,8.4,1.0,0.5,10,14,10.0,284,0.062,0.07,0.0668,0.061,0.077,0.0706,0.157,0.169,0.1642,0.161,0.0002352112676056338,0.00024859154929577466,0.0005781690140845071,0.0005669014084507042
352,30,8.5,1.0,0.5,10,14,10.0,284,0.062,0.07,0.0668,0.061,0.077,0.0706,0.176,0.189,0.18380000000000002,0.16,0.0002352112676056338,0.00024859154929577466,0.0006471830985915494,0.0005633802816901409
353,30,8.6,1.0,0.5,10,14,10.0,284,0.062,0.069,0.06620000000000001,0.061,0.077,0.0706,0.157,0.168,0.16360000000000002,0.16,0.00023309859154929582,0.00024859154929577466,0.0005760563380281691,0.0005633802816901409
354,30,8.7,1.0,0.5,10,14,10.0,284,0.062,0.07,0.0668,0.061,0.077,0.0706,0.156,0.168,0.1632,0.159,0.0002352112676056338,0.00024859154929577466,0.0005746478873239437,0.0005598591549295774
355,30,8.8,1.0,0.5,10,14,10.0,303,0.061,0.068,0.06520000000000001,0.059,0.074,0.06799999999999999,0.15,0.161,0.15660000000000002,0.141,0.0002151815181518152,0.0002244224422442244,0.0005168316831683169,0.0004653465346534653
356,30,8.9,1.0,0.5,10,14,10.0,302,0.061,0.068,0.06520000000000001,0.059,0.074,0.06799999999999999,0.15,0.161,0.15660000000000002,0.141,0.00021589403973509936,0.00022516556291390726,0.000518543046357616,0.000466887417218543
357,30,9.0,1.0,0.5,10,14,10.0,302,0.061,0.067,0.0646,0.059,0.074,0.06799999999999999,0.149,0.16,0.15560000000000002,0.14,0.00021390728476821194,0.00022516556291390726,0.0005152317880794703,0.0004635761589403974
358,30,9.1,1.0,0.5,10,14,10.0,304,0.063,0.068,0.066,0.059,0.074,0.06799999999999999,0.148,0.159,0.15460000000000002,0.138,0.00021710526315789474,0.00022368421052631576,0.0005085526315789475,0.0004539473684210527
359,30,9.2,1.0,0.5,10,14,10.0,304,0.062,0.068,0.0656,0.059,0.074,0.06799999999999999,0.148,0.159,0.15460000000000002,0.138,0.00021578947368421054,0.00022368421052631576,0.0005085526315789475,0.0004539473684210527
360,30,9.3,1.0,0.5,10,14,10.0,304,0.062,0.067,0.065,0.059,0.074,0.06799999999999999,0.148,0.158,0.154,0.137,0.00021381578947368422,0.00022368421052631576,0.0005065789473684211,0.00045065789473684216
361,30,9.4,1.0,0.5,10,14,10.0,304,0.062,0.067,0.065,0.059,0.073,0.0674,0.147,0.158,0.1536,0.137,0.00021381578947368422,0.00022171052631578947,0.0005052631578947368,0.00045065789473684216
362,30,9.5,1.0,0.5,10,14,10.0,304,0.062,0.067,0.065,0.059,0.073,0.0674,0.147,0.157,0.153,0.137,0.00021381578947368422,0.00022171052631578947,0.0005032894736842105,0.00045065789473684216
363,30,9.6,1.0,0.5,10,14,10.0,303,0.062,0.067,0.065,0.058,0.073,0.067,0.146,0.157,0.15259999999999999,0.136,0.00021452145214521454,0.00022112211221122114,0.0005036303630363036,0.0004488448844884489
364,30,9.7,1.0,0.5,10,14,10.0,287,0.055,0.063,0.059800000000000006,0.06,0.075,0.069,0.15,0.161,0.15660000000000002,0.151,0.0002083623693379791,0.00024041811846689897,0.000545644599303136,0.0005261324041811846
365,30,9.8,1.0,0.5,10,14,10.0,287,0.055,0.062,0.0592,0.059,0.075,0.0686,0.15,0.161,0.15660000000000002,0.15,0.00020627177700348432,0.0002390243902439024,0.000545644599303136,0.0005226480836236934
366,30,9.9,1.0,0.5,10,14,10.0,306,0.055,0.062,0.0592,0.058,0.072,0.0664,0.144,0.154,0.15,0.132,0.0001934640522875817,0.00021699346405228758,0.0004901960784313725,0.00043137254901960784
367,30,10.0,1.0,0.5,10,14,10.0,306,0.054,0.061,0.0582,0.058,0.072,0.0664,0.143,0.154,0.1496,0.132,0.00019019607843137254,0.00021699346405228758,0.000488888888888889,0.00043137254901960784
368,30,10.1,1.0,0.5,10,14,10.0,306,0.054,0.061,0.0582,0.058,0.072,0.0664,0.143,0.153,0.149,0.132,0.00019019607843137254,0.00021699346405228758,0.0004869281045751634,0.00043137254901960784
369,30,10.2,1.0,0.5,10,14,10.0,306,0.054,0.061,0.0582,0.057,0.072,0.066,0.142,0.153,0.14859999999999998,0.131,0.00019019607843137254,0.00021568627450980392,0.0004856209150326797,0.0004281045751633987
370,30,10.3,1.0,0.5,10,14,10.0,306,0.054,0.061,0.0582,0.057,0.072,0.066,0.142,0.152,0.148,0.131,0.00019019607843137254,0.00021568627450980392,0.00048366013071895423,0.0004281045751633987
371,30,10.4,1.0,0.5,10,14,10.0,307,0.054,0.061,0.0582,0.057,0.071,0.06539999999999999,0.141,0.151,0.147,0.129,0.00018957654723127036,0.000213029315960912,0.00047882736156351787,0.0004201954397394137
372,30,10.5,1.0,0.5,10,14,10.0,307,0.054,0.061,0.0582,0.057,0.071,0.06539999999999999,0.141,0.151,0.147,0.129,0.00018957654723127036,0.000213029315960912,0.00047882736156351787,0.0004201954397394137
373,30,10.6,1.0,0.5,10,14,10.0,307,0.054,0.061,0.0582,0.057,0.071,0.06539999999999999,0.14,0.15,0.14600000000000002,0.128,0.00018957654723127036,0.000213029315960912,0.00047557003257328996,0.0004169381107491857
374,30,10.7,1.0,0.5,10,14,10.0,307,0.054,0.061,0.0582,0.057,0.071,0.06539999999999999,0.14,0.15,0.14600000000000002,0.128,0.00018957654723127036,0.000213029315960912,0.00047557003257328996,0.0004169381107491857
375,30,10.8,1.0,0.5,10,14,10.0,307,0.054,0.06,0.0576,0.057,0.071,0.06539999999999999,0.139,0.149,0.14500000000000002,0.128,0.00018762214983713353,0.000213029315960912,0.00047231270358306194,0.0004169381107491857
376,30,10.9,1.0,0.5,10,14,10.0,326,0.053,0.06,0.0572,0.056,0.069,0.0638,0.134,0.144,0.14,0.113,0.00017546012269938652,0.00019570552147239262,0.0004294478527607362,0.00034662576687116567
377,30,11.0,1.0,0.5,10,14,10.0,326,0.053,0.06,0.0572,0.056,0.069,0.0638,0.134,0.143,0.1394,0.113,0.00017546012269938652,0.00019570552147239262,0.00042760736196319015,0.00034662576687116567
