Index,Outer Diameter(m),Core Diameter Percentage(%),Beam Height(m),Beam Starting Width(m),Radial Limit Percentage(%),Circle Amount,Force(kN/m2),Concrete Volume(m3),Deflection Nodal Hybrid(m),Deflection Linear Hybrid(m),Deflection Avg Hybrid (m),Deflection Nodal Web(m),Deflection Linear Web(m),Deflection Avg Web (m),Deflection Nodal Waffle(m),Deflection Linear Waffle(m),Deflection Avg Waffle (m),Deflection Areal Concrete(m),Material Efficiency Hybrid (m/m3),Material Efficiency Web (m/m3),Material Efficiency Waffle (m/m3),Material Efficiency Areal Concrete (m/m3)
857,30,12.2,1.0,0.5,20,14,10.0,247,0.063,0.071,0.0678,0.06,0.077,0.0702,0.149,0.162,0.1568,0.182,0.0002744939271255061,0.00028421052631578947,0.0006348178137651822,0.0007368421052631579
858,30,12.3,1.0,0.5,20,14,10.0,246,0.063,0.071,0.0678,0.06,0.077,0.0702,0.148,0.161,0.1558,0.181,0.000275609756097561,0.0002853658536585366,0.0006333333333333333,0.0007357723577235772
859,30,12.4,1.0,0.5,20,14,10.0,248,0.062,0.072,0.068,0.06,0.076,0.0696,0.147,0.16,0.1548,0.178,0.0002741935483870968,0.00028064516129032256,0.0006241935483870968,0.000717741935483871
860,30,12.5,1.0,0.5,20,14,10.0,248,0.062,0.071,0.06739999999999999,0.06,0.076,0.0696,0.146,0.159,0.1538,0.177,0.000271774193548387,0.00028064516129032256,0.0006201612903225806,0.0007137096774193547
861,30,12.6,1.0,0.5,20,14,10.0,248,0.062,0.071,0.06739999999999999,0.06,0.076,0.0696,0.146,0.158,0.1532,0.177,0.000271774193548387,0.00028064516129032256,0.000617741935483871,0.0007137096774193547
862,30,12.7,1.0,0.5,20,14,10.0,248,0.061,0.071,0.06699999999999999,0.06,0.076,0.0696,0.145,0.158,0.1528,0.176,0.0002701612903225806,0.00028064516129032256,0.0006161290322580645,0.0007096774193548386
863,30,12.8,1.0,0.5,20,14,10.0,248,0.061,0.071,0.06699999999999999,0.06,0.076,0.0696,0.145,0.157,0.1522,0.176,0.0002701612903225806,0.00028064516129032256,0.0006137096774193548,0.0007096774193548386
864,30,12.9,1.0,0.5,20,14,10.0,248,0.061,0.071,0.06699999999999999,0.059,0.075,0.0686,0.144,0.157,0.1518,0.175,0.0002701612903225806,0.0002766129032258064,0.0006120967741935484,0.0007056451612903225
865,30,13.0,1.0,0.5,20,14,10.0,247,0.063,0.07,0.06720000000000001,0.059,0.075,0.0686,0.144,0.156,0.1512,0.175,0.0002720647773279353,0.0002777327935222672,0.0006121457489878543,0.0007085020242914979
866,30,13.1,1.0,0.5,20,14,10.0,247,0.063,0.07,0.06720000000000001,0.059,0.075,0.0686,0.143,0.156,0.1508,0.174,0.0002720647773279353,0.0002777327935222672,0.0006105263157894737,0.0007044534412955465
867,30,13.2,1.0,0.5,20,14,10.0,247,0.063,0.07,0.06720000000000001,0.059,0.075,0.0686,0.142,0.155,0.1498,0.174,0.0002720647773279353,0.0002777327935222672,0.0006064777327935223,0.0007044534412955465
868,30,13.3,1.0,0.5,20,14,10.0,269,0.062,0.071,0.06739999999999999,0.058,0.072,0.0664,0.136,0.147,0.1426,0.148,0.0002505576208178438,0.00024684014869888476,0.0005301115241635688,0.0005501858736059479
869,30,13.4,1.0,0.5,20,14,10.0,269,0.062,0.071,0.06739999999999999,0.058,0.071,0.0658,0.136,0.146,0.14200000000000002,0.148,0.0002505576208178438,0.0002446096654275093,0.0005278810408921934,0.0005501858736059479
870,30,13.5,1.0,0.5,20,14,10.0,269,0.062,0.071,0.06739999999999999,0.058,0.071,0.0658,0.135,0.146,0.1416,0.147,0.0002505576208178438,0.0002446096654275093,0.0005263940520446096,0.0005464684014869888
871,30,13.6,1.0,0.5,20,14,10.0,269,0.061,0.07,0.0664,0.058,0.071,0.0658,0.135,0.145,0.14100000000000001,0.147,0.00024684014869888476,0.0002446096654275093,0.0005241635687732343,0.0005464684014869888
872,30,13.7,1.0,0.5,20,14,10.0,271,0.062,0.071,0.06739999999999999,0.057,0.071,0.06539999999999999,0.133,0.144,0.1396,0.144,0.0002487084870848708,0.0002413284132841328,0.000515129151291513,0.0005313653136531365
873,30,13.8,1.0,0.5,20,14,10.0,271,0.062,0.071,0.06739999999999999,0.057,0.071,0.06539999999999999,0.133,0.143,0.13899999999999998,0.143,0.0002487084870848708,0.0002413284132841328,0.0005129151291512914,0.0005276752767527675
874,30,13.9,1.0,0.5,20,14,10.0,271,0.062,0.071,0.06739999999999999,0.057,0.07,0.0648,0.132,0.143,0.1386,0.143,0.0002487084870848708,0.00023911439114391144,0.0005114391143911439,0.0005276752767527675
875,30,14.0,1.0,0.5,20,14,10.0,271,0.062,0.07,0.0668,0.057,0.07,0.0648,0.132,0.142,0.13799999999999998,0.142,0.00024649446494464945,0.00023911439114391144,0.0005092250922509225,0.0005239852398523985
876,30,14.1,1.0,0.5,20,14,10.0,270,0.061,0.07,0.0664,0.057,0.07,0.0648,0.131,0.142,0.1376,0.142,0.0002459259259259259,0.00023999999999999998,0.0005096296296296296,0.0005259259259259259
877,30,14.2,1.0,0.5,20,14,10.0,270,0.061,0.07,0.0664,0.057,0.07,0.0648,0.131,0.141,0.137,0.141,0.0002459259259259259,0.00023999999999999998,0.0005074074074074075,0.0005222222222222222
878,30,14.3,1.0,0.5,20,14,10.0,270,0.061,0.07,0.0664,0.057,0.07,0.0648,0.13,0.14,0.136,0.141,0.0002459259259259259,0.00023999999999999998,0.0005037037037037037,0.0005222222222222222
879,30,14.4,1.0,0.5,20,14,10.0,272,0.062,0.07,0.0668,0.056,0.069,0.0638,0.129,0.139,0.135,0.138,0.00024558823529411767,0.00023455882352941174,0.0004963235294117648,0.0005073529411764706
880,30,14.5,1.0,0.5,20,14,10.0,272,0.062,0.07,0.0668,0.056,0.069,0.0638,0.128,0.139,0.1346,0.138,0.00024558823529411767,0.00023455882352941174,0.0004948529411764706,0.0005073529411764706
881,30,14.6,1.0,0.5,20,14,10.0,272,0.061,0.07,0.0664,0.056,0.069,0.0638,0.128,0.138,0.134,0.137,0.00024411764705882354,0.00023455882352941174,0.0004926470588235294,0.0005036764705882354
882,30,14.7,1.0,0.5,20,14,10.0,272,0.061,0.07,0.0664,0.056,0.069,0.0638,0.127,0.138,0.1336,0.137,0.00024411764705882354,0.00023455882352941174,0.0004911764705882353,0.0005036764705882354
883,30,14.8,1.0,0.5,20,14,10.0,272,0.061,0.07,0.0664,0.056,0.069,0.0638,0.127,0.137,0.133,0.136,0.00024411764705882354,0.00023455882352941174,0.0004889705882352942,0.0005
884,30,14.9,1.0,0.5,20,14,10.0,272,0.061,0.069,0.0658,0.056,0.069,0.0638,0.126,0.136,0.132,0.136,0.00024191176470588234,0.00023455882352941174,0.00048529411764705886,0.0005
885,30,15.0,1.0,0.5,20,14,10.0,272,0.061,0.069,0.0658,0.056,0.069,0.0638,0.126,0.136,0.132,0.135,0.00024191176470588234,0.00023455882352941174,0.00048529411764705886,0.0004963235294117648
886,30,15.1,1.0,0.5,20,14,10.0,274,0.061,0.07,0.0664,0.055,0.068,0.06280000000000001,0.125,0.135,0.131,0.133,0.00024233576642335766,0.00022919708029197085,0.0004781021897810219,0.0004854014598540146
887,30,15.2,1.0,0.5,20,14,10.0,274,0.061,0.07,0.0664,0.055,0.068,0.06280000000000001,0.124,0.134,0.13,0.132,0.00024233576642335766,0.00022919708029197085,0.0004744525547445256,0.00048175182481751826
888,30,15.3,1.0,0.5,20,14,10.0,274,0.061,0.069,0.0658,0.055,0.068,0.06280000000000001,0.124,0.134,0.13,0.132,0.00024014598540145985,0.00022919708029197085,0.0004744525547445256,0.00048175182481751826
889,30,15.4,1.0,0.5,20,14,10.0,274,0.062,0.067,0.065,0.054,0.067,0.0618,0.123,0.133,0.129,0.131,0.0002372262773722628,0.00022554744525547446,0.0004708029197080292,0.0004781021897810219
890,30,15.5,1.0,0.5,20,14,10.0,274,0.062,0.067,0.065,0.054,0.067,0.0618,0.122,0.132,0.128,0.13,0.0002372262773722628,0.00022554744525547446,0.00046715328467153287,0.0004744525547445256
891,30,15.6,1.0,0.5,20,14,10.0,274,0.062,0.067,0.065,0.053,0.067,0.061399999999999996,0.122,0.132,0.128,0.13,0.0002372262773722628,0.0002240875912408759,0.00046715328467153287,0.0004744525547445256
892,30,15.7,1.0,0.5,20,14,10.0,275,0.062,0.067,0.065,0.053,0.067,0.061399999999999996,0.121,0.131,0.127,0.128,0.00023636363636363636,0.00022327272727272726,0.00046181818181818184,0.0004654545454545455
893,30,15.8,1.0,0.5,20,14,10.0,275,0.062,0.067,0.065,0.053,0.067,0.061399999999999996,0.12,0.13,0.126,0.128,0.00023636363636363636,0.00022327272727272726,0.0004581818181818182,0.0004654545454545455
894,30,15.9,1.0,0.5,20,14,10.0,275,0.061,0.066,0.064,0.053,0.066,0.06080000000000001,0.12,0.13,0.126,0.127,0.00023272727272727274,0.00022109090909090912,0.0004581818181818182,0.00046181818181818184
895,30,16.0,1.0,0.5,20,14,10.0,275,0.061,0.066,0.064,0.053,0.066,0.06080000000000001,0.119,0.129,0.125,0.127,0.00023272727272727274,0.00022109090909090912,0.00045454545454545455,0.00046181818181818184
896,30,16.1,1.0,0.5,20,14,10.0,275,0.061,0.066,0.064,0.053,0.066,0.06080000000000001,0.119,0.129,0.125,0.126,0.00023272727272727274,0.00022109090909090912,0.00045454545454545455,0.0004581818181818182
897,30,16.2,1.0,0.5,20,14,10.0,275,0.061,0.065,0.0634,0.053,0.066,0.06080000000000001,0.118,0.128,0.124,0.126,0.00023054545454545455,0.00022109090909090912,0.0004509090909090909,0.0004581818181818182
898,30,16.3,1.0,0.5,20,14,10.0,275,0.061,0.066,0.064,0.053,0.066,0.06080000000000001,0.118,0.128,0.124,0.125,0.00023272727272727274,0.00022109090909090912,0.0004509090909090909,0.00045454545454545455
899,30,16.4,1.0,0.5,20,14,10.0,258,0.056,0.061,0.059000000000000004,0.054,0.068,0.062400000000000004,0.121,0.132,0.1276,0.14,0.00022868217054263567,0.0002418604651162791,0.0004945736434108527,0.0005426356589147287
900,30,16.5,1.0,0.5,20,14,10.0,258,0.056,0.062,0.0596,0.054,0.068,0.062400000000000004,0.121,0.131,0.127,0.139,0.00023100775193798449,0.0002418604651162791,0.0004922480620155039,0.0005387596899224807
901,30,16.6,1.0,0.5,20,14,10.0,258,0.055,0.061,0.0586,0.054,0.067,0.0618,0.12,0.131,0.1266,0.139,0.00022713178294573642,0.00023953488372093024,0.0004906976744186046,0.0005387596899224807
902,30,16.7,1.0,0.5,20,14,10.0,258,0.056,0.061,0.059000000000000004,0.053,0.067,0.061399999999999996,0.12,0.13,0.126,0.138,0.00022868217054263567,0.000237984496124031,0.0004883720930232558,0.0005348837209302326
903,30,16.8,1.0,0.5,20,14,10.0,257,0.055,0.06,0.057999999999999996,0.053,0.067,0.061399999999999996,0.119,0.13,0.1256,0.138,0.00022568093385214006,0.00023891050583657586,0.0004887159533073929,0.0005369649805447471
904,30,16.9,1.0,0.5,20,14,10.0,257,0.055,0.061,0.0586,0.053,0.067,0.061399999999999996,0.119,0.129,0.125,0.137,0.00022801556420233462,0.00023891050583657586,0.00048638132295719845,0.0005330739299610895
905,30,17.0,1.0,0.5,20,14,10.0,259,0.055,0.061,0.0586,0.053,0.067,0.061399999999999996,0.118,0.128,0.124,0.136,0.00022625482625482626,0.00023706563706563704,0.00047876447876447876,0.0005250965250965251
906,30,17.1,1.0,0.5,20,14,10.0,258,0.055,0.06,0.057999999999999996,0.053,0.067,0.061399999999999996,0.118,0.128,0.124,0.135,0.00022480620155038757,0.000237984496124031,0.0004806201550387597,0.0005232558139534884
907,30,17.2,1.0,0.5,20,14,10.0,258,0.055,0.06,0.057999999999999996,0.053,0.066,0.06080000000000001,0.117,0.127,0.12300000000000001,0.135,0.00022480620155038757,0.0002356589147286822,0.00047674418604651167,0.0005232558139534884
908,30,17.3,1.0,0.5,20,14,10.0,258,0.055,0.06,0.057999999999999996,0.053,0.066,0.06080000000000001,0.117,0.127,0.12300000000000001,0.134,0.00022480620155038757,0.0002356589147286822,0.00047674418604651167,0.0005193798449612403
909,30,17.4,1.0,0.5,20,14,10.0,258,0.054,0.06,0.0576,0.052,0.066,0.0604,0.116,0.126,0.122,0.134,0.00022325581395348835,0.00023410852713178296,0.00047286821705426355,0.0005193798449612403
910,30,17.5,1.0,0.5,20,14,10.0,258,0.054,0.06,0.0576,0.052,0.066,0.0604,0.116,0.126,0.122,0.133,0.00022325581395348835,0.00023410852713178296,0.00047286821705426355,0.0005155038759689923
911,30,17.6,1.0,0.5,20,14,10.0,270,0.052,0.057,0.055,0.052,0.065,0.0598,0.112,0.121,0.1174,0.121,0.00020370370370370372,0.0002214814814814815,0.00043481481481481485,0.00044814814814814815
912,30,17.7,1.0,0.5,20,14,10.0,272,0.053,0.057,0.055400000000000005,0.051,0.064,0.0588,0.112,0.121,0.1174,0.12,0.0002036764705882353,0.0002161764705882353,0.00043161764705882354,0.00044117647058823526
913,30,17.8,1.0,0.5,20,14,10.0,271,0.053,0.057,0.055400000000000005,0.051,0.064,0.0588,0.111,0.12,0.1164,0.119,0.00020442804428044283,0.0002169741697416974,0.00042952029520295206,0.0004391143911439114
914,30,17.9,1.0,0.5,20,14,10.0,271,0.053,0.057,0.055400000000000005,0.051,0.064,0.0588,0.111,0.12,0.1164,0.119,0.00020442804428044283,0.0002169741697416974,0.00042952029520295206,0.0004391143911439114
915,30,18.0,1.0,0.5,20,14,10.0,271,0.052,0.057,0.055,0.051,0.064,0.0588,0.11,0.119,0.1154,0.118,0.0002029520295202952,0.0002169741697416974,0.000425830258302583,0.0004354243542435424
916,30,18.1,1.0,0.5,20,14,10.0,271,0.052,0.057,0.055,0.051,0.064,0.0588,0.109,0.118,0.11439999999999999,0.118,0.0002029520295202952,0.0002169741697416974,0.000422140221402214,0.0004354243542435424
917,30,18.2,1.0,0.5,20,14,10.0,271,0.052,0.056,0.0544,0.051,0.064,0.0588,0.109,0.118,0.11439999999999999,0.117,0.0002007380073800738,0.0002169741697416974,0.000422140221402214,0.00043173431734317346
918,30,18.3,1.0,0.5,20,14,10.0,271,0.052,0.056,0.0544,0.051,0.064,0.0588,0.108,0.117,0.1134,0.117,0.0002007380073800738,0.0002169741697416974,0.000418450184501845,0.00043173431734317346
919,30,18.4,1.0,0.5,20,14,10.0,272,0.052,0.056,0.0544,0.051,0.063,0.0582,0.107,0.117,0.113,0.115,0.00019999999999999998,0.00021397058823529412,0.00041544117647058826,0.00042279411764705886
920,30,18.5,1.0,0.5,20,14,10.0,272,0.052,0.056,0.0544,0.05,0.063,0.057800000000000004,0.107,0.116,0.1124,0.115,0.00019999999999999998,0.00021250000000000002,0.00041323529411764704,0.00042279411764705886
921,30,18.6,1.0,0.5,20,14,10.0,272,0.051,0.056,0.054,0.05,0.063,0.057800000000000004,0.106,0.116,0.11199999999999999,0.114,0.00019852941176470588,0.00021250000000000002,0.0004117647058823529,0.00041911764705882356
922,30,18.7,1.0,0.5,20,14,10.0,272,0.051,0.056,0.054,0.05,0.063,0.057800000000000004,0.106,0.115,0.1114,0.114,0.00019852941176470588,0.00021250000000000002,0.00040955882352941174,0.00041911764705882356
923,30,18.8,1.0,0.5,20,14,10.0,271,0.051,0.056,0.054,0.05,0.063,0.057800000000000004,0.105,0.114,0.1104,0.114,0.0001992619926199262,0.00021328413284132843,0.000407380073800738,0.0004206642066420664
924,30,18.9,1.0,0.5,20,14,10.0,271,0.051,0.055,0.0534,0.05,0.062,0.0572,0.105,0.114,0.1104,0.113,0.00019704797047970482,0.00021107011070110702,0.000407380073800738,0.00041697416974169745
925,30,19.0,1.0,0.5,20,14,10.0,273,0.051,0.056,0.054,0.05,0.062,0.0572,0.104,0.113,0.1094,0.112,0.0001978021978021978,0.00020952380952380954,0.0004007326007326007,0.0004102564102564103
926,30,19.1,1.0,0.5,20,14,10.0,272,0.051,0.056,0.054,0.05,0.062,0.0572,0.104,0.113,0.1094,0.111,0.00019852941176470588,0.00021029411764705882,0.0004022058823529412,0.00040808823529411766
927,30,19.2,1.0,0.5,20,14,10.0,272,0.051,0.055,0.0534,0.05,0.062,0.0572,0.103,0.112,0.1084,0.111,0.0001963235294117647,0.00021029411764705882,0.0003985294117647059,0.00040808823529411766
928,30,19.3,1.0,0.5,20,14,10.0,272,0.051,0.055,0.0534,0.049,0.062,0.0568,0.103,0.112,0.1084,0.11,0.0001963235294117647,0.00020882352941176471,0.0003985294117647059,0.00040441176470588236
929,30,19.4,1.0,0.5,20,14,10.0,272,0.051,0.055,0.0534,0.049,0.062,0.0568,0.102,0.111,0.1074,0.11,0.0001963235294117647,0.00020882352941176471,0.0003948529411764706,0.00040441176470588236
930,30,19.5,1.0,0.5,20,14,10.0,272,0.05,0.055,0.053000000000000005,0.049,0.061,0.0562,0.102,0.111,0.1074,0.109,0.0001948529411764706,0.00020661764705882352,0.0003948529411764706,0.00040073529411764706
931,30,19.6,1.0,0.5,20,14,10.0,272,0.05,0.055,0.053000000000000005,0.049,0.061,0.0562,0.102,0.11,0.1068,0.109,0.0001948529411764706,0.00020661764705882352,0.0003926470588235294,0.00040073529411764706
932,30,19.7,1.0,0.5,20,14,10.0,285,0.05,0.053,0.0518,0.048,0.06,0.0552,0.098,0.107,0.10339999999999999,0.099,0.00018175438596491227,0.0001936842105263158,0.00036280701754385963,0.0003473684210526316
933,30,19.8,1.0,0.5,20,14,10.0,285,0.049,0.053,0.0514,0.048,0.06,0.0552,0.098,0.106,0.1028,0.099,0.00018035087719298247,0.0001936842105263158,0.00036070175438596494,0.0003473684210526316
934,30,19.9,1.0,0.5,20,14,10.0,284,0.049,0.053,0.0514,0.048,0.059,0.054599999999999996,0.098,0.106,0.1028,0.099,0.00018098591549295774,0.00019225352112676054,0.0003619718309859155,0.00034859154929577465
935,30,20.0,1.0,0.5,20,14,10.0,284,0.049,0.053,0.0514,0.048,0.059,0.054599999999999996,0.097,0.105,0.1018,0.098,0.00018098591549295774,0.00019225352112676054,0.00035845070422535214,0.0003450704225352113
936,30,4.5,1.0,0.5,23,14,10.0,111,0.096,0.107,0.1026,0.104,0.147,0.12979999999999997,0.319,0.354,0.33999999999999997,0.882,0.0009243243243243243,0.001169369369369369,0.0030630630630630626,0.007945945945945946
937,30,4.6,1.0,0.5,23,14,10.0,111,0.096,0.107,0.1026,0.104,0.147,0.12979999999999997,0.319,0.353,0.33940000000000003,0.881,0.0009243243243243243,0.001169369369369369,0.003057657657657658,0.007936936936936936
938,30,4.7,1.0,0.5,23,14,10.0,111,0.096,0.107,0.1026,0.104,0.147,0.12979999999999997,0.318,0.353,0.33899999999999997,0.879,0.0009243243243243243,0.001169369369369369,0.003054054054054054,0.007918918918918919
939,30,4.8,1.0,0.5,23,14,10.0,111,0.095,0.107,0.1022,0.103,0.147,0.1294,0.318,0.352,0.3384,0.877,0.0009207207207207207,0.0011657657657657657,0.0030486486486486484,0.007900900900900901
940,30,4.9,1.0,0.5,23,14,10.0,111,0.095,0.107,0.1022,0.103,0.146,0.1288,0.317,0.352,0.33799999999999997,0.875,0.0009207207207207207,0.0011603603603603603,0.0030450450450450446,0.007882882882882882
941,30,5.0,1.0,0.5,23,14,10.0,112,0.097,0.108,0.1036,0.103,0.145,0.12819999999999998,0.314,0.348,0.33440000000000003,0.86,0.0009249999999999999,0.0011446428571428569,0.002985714285714286,0.007678571428571429
942,30,5.1,1.0,0.5,23,14,10.0,112,0.097,0.108,0.1036,0.102,0.145,0.1278,0.314,0.348,0.33440000000000003,0.858,0.0009249999999999999,0.0011410714285714286,0.002985714285714286,0.0076607142857142855
943,30,5.2,1.0,0.5,23,14,10.0,112,0.097,0.108,0.1036,0.102,0.145,0.1278,0.313,0.347,0.3334,0.856,0.0009249999999999999,0.0011410714285714286,0.002976785714285714,0.007642857142857143
944,30,5.3,1.0,0.5,23,14,10.0,112,0.097,0.107,0.103,0.102,0.144,0.12719999999999998,0.312,0.346,0.3324,0.855,0.000919642857142857,0.0011357142857142855,0.0029678571428571427,0.007633928571428571
945,30,5.4,1.0,0.5,23,14,10.0,112,0.097,0.107,0.103,0.102,0.144,0.12719999999999998,0.312,0.346,0.3324,0.853,0.000919642857142857,0.0011357142857142855,0.0029678571428571427,0.007616071428571429
946,30,5.5,1.0,0.5,23,14,10.0,143,0.09,0.106,0.0996,0.089,0.121,0.10819999999999999,0.263,0.289,0.27859999999999996,0.58,0.0006965034965034964,0.0007566433566433565,0.001948251748251748,0.0040559440559440555
947,30,5.6,1.0,0.5,23,14,10.0,143,0.089,0.106,0.09919999999999998,0.089,0.121,0.10819999999999999,0.262,0.288,0.27759999999999996,0.579,0.0006937062937062935,0.0007566433566433565,0.001941258741258741,0.004048951048951048
948,30,5.7,1.0,0.5,23,14,10.0,143,0.084,0.104,0.096,0.089,0.121,0.10819999999999999,0.263,0.289,0.27859999999999996,0.581,0.0006713286713286714,0.0007566433566433565,0.001948251748251748,0.004062937062937063
949,30,5.8,1.0,0.5,23,14,10.0,143,0.084,0.104,0.096,0.089,0.121,0.10819999999999999,0.262,0.288,0.27759999999999996,0.58,0.0006713286713286714,0.0007566433566433565,0.001941258741258741,0.0040559440559440555
950,30,5.9,1.0,0.5,23,14,10.0,143,0.084,0.104,0.096,0.089,0.121,0.10819999999999999,0.262,0.287,0.277,0.579,0.0006713286713286714,0.0007566433566433565,0.0019370629370629373,0.004048951048951048
951,30,6.0,1.0,0.5,23,14,10.0,143,0.083,0.103,0.095,0.089,0.12,0.1076,0.262,0.287,0.277,0.577,0.0006643356643356643,0.0007524475524475525,0.0019370629370629373,0.004034965034965035
952,30,6.1,1.0,0.5,23,14,10.0,143,0.083,0.103,0.095,0.088,0.12,0.10719999999999999,0.259,0.285,0.2746,0.576,0.0006643356643356643,0.0007496503496503496,0.0019202797202797204,0.004027972027972028
953,30,6.2,1.0,0.5,23,14,10.0,143,0.083,0.103,0.095,0.088,0.12,0.10719999999999999,0.257,0.284,0.2732,0.575,0.0006643356643356643,0.0007496503496503496,0.0019104895104895105,0.004020979020979021
954,30,6.3,1.0,0.5,23,14,10.0,142,0.083,0.103,0.095,0.088,0.12,0.10719999999999999,0.256,0.283,0.2722,0.573,0.0006690140845070422,0.0007549295774647887,0.0019169014084507042,0.004035211267605633
955,30,6.4,1.0,0.5,23,14,10.0,144,0.089,0.104,0.098,0.088,0.119,0.1066,0.262,0.29,0.2788,0.564,0.0006805555555555556,0.0007402777777777777,0.001936111111111111,0.003916666666666666
956,30,6.5,1.0,0.5,23,14,10.0,144,0.089,0.104,0.098,0.087,0.119,0.10619999999999999,0.253,0.279,0.26860000000000006,0.562,0.0006805555555555556,0.0007374999999999999,0.0018652777777777782,0.003902777777777778
957,30,6.6,1.0,0.5,23,14,10.0,144,0.089,0.104,0.098,0.087,0.119,0.10619999999999999,0.252,0.278,0.2676,0.561,0.0006805555555555556,0.0007374999999999999,0.0018583333333333334,0.0038958333333333336
958,30,6.7,1.0,0.5,23,14,10.0,144,0.089,0.103,0.09739999999999999,0.087,0.118,0.10559999999999999,0.251,0.277,0.2666,0.56,0.0006763888888888888,0.0007333333333333332,0.001851388888888889,0.003888888888888889
959,30,6.8,1.0,0.5,23,14,10.0,144,0.088,0.103,0.097,0.087,0.118,0.10559999999999999,0.25,0.276,0.2656,0.558,0.0006736111111111112,0.0007333333333333332,0.0018444444444444446,0.0038750000000000004
960,30,6.9,1.0,0.5,23,14,10.0,144,0.088,0.103,0.097,0.087,0.118,0.10559999999999999,0.25,0.275,0.265,0.557,0.0006736111111111112,0.0007333333333333332,0.001840277777777778,0.003868055555555556
961,30,7.0,1.0,0.5,23,14,10.0,144,0.09,0.104,0.09839999999999999,0.087,0.117,0.105,0.248,0.273,0.263,0.549,0.0006833333333333332,0.0007291666666666666,0.001826388888888889,0.0038125000000000004
962,30,7.1,1.0,0.5,23,14,10.0,144,0.089,0.104,0.098,0.086,0.117,0.1046,0.247,0.272,0.262,0.547,0.0006805555555555556,0.0007263888888888888,0.0018194444444444445,0.0037986111111111115
963,30,7.2,1.0,0.5,23,14,10.0,144,0.089,0.104,0.098,0.086,0.117,0.1046,0.246,0.271,0.261,0.546,0.0006805555555555556,0.0007263888888888888,0.0018125,0.003791666666666667
964,30,7.3,1.0,0.5,23,14,10.0,144,0.089,0.104,0.098,0.086,0.117,0.1046,0.245,0.271,0.2606,0.545,0.0006805555555555556,0.0007263888888888888,0.0018097222222222221,0.0037847222222222223
965,30,7.4,1.0,0.5,23,14,10.0,144,0.089,0.103,0.09739999999999999,0.086,0.117,0.1046,0.244,0.27,0.2596,0.543,0.0006763888888888888,0.0007263888888888888,0.0018027777777777777,0.0037708333333333335
966,30,7.5,1.0,0.5,23,14,10.0,144,0.089,0.103,0.09739999999999999,0.086,0.116,0.104,0.244,0.269,0.259,0.542,0.0006763888888888888,0.0007222222222222222,0.001798611111111111,0.003763888888888889
967,30,7.6,1.0,0.5,23,14,10.0,144,0.088,0.103,0.097,0.086,0.116,0.104,0.243,0.268,0.258,0.541,0.0006736111111111112,0.0007222222222222222,0.0017916666666666667,0.0037569444444444447
968,30,7.7,1.0,0.5,23,14,10.0,144,0.088,0.104,0.09759999999999999,0.086,0.116,0.104,0.242,0.268,0.2576,0.54,0.0006777777777777777,0.0007222222222222222,0.001788888888888889,0.0037500000000000003
969,30,7.8,1.0,0.5,23,14,10.0,144,0.088,0.104,0.09759999999999999,0.085,0.116,0.1036,0.241,0.267,0.2566,0.539,0.0006777777777777777,0.0007194444444444444,0.0017819444444444445,0.003743055555555556
970,30,7.9,1.0,0.5,23,14,10.0,144,0.088,0.104,0.09759999999999999,0.085,0.116,0.1036,0.241,0.266,0.256,0.537,0.0006777777777777777,0.0007194444444444444,0.0017777777777777779,0.003729166666666667
971,30,8.0,1.0,0.5,23,14,10.0,218,0.075,0.085,0.081,0.069,0.089,0.081,0.185,0.202,0.19519999999999998,0.265,0.00037155963302752296,0.00037155963302752296,0.0008954128440366971,0.0012155963302752295
972,30,8.1,1.0,0.5,23,14,10.0,218,0.077,0.087,0.08299999999999999,0.069,0.089,0.081,0.185,0.201,0.1946,0.264,0.0003807339449541284,0.00037155963302752296,0.0008926605504587156,0.0012110091743119267
973,30,8.2,1.0,0.5,23,14,10.0,218,0.075,0.086,0.08159999999999999,0.069,0.089,0.081,0.184,0.201,0.19419999999999998,0.264,0.00037431192660550457,0.00037155963302752296,0.0008908256880733944,0.0012110091743119267
974,30,8.3,1.0,0.5,23,14,10.0,217,0.074,0.084,0.08,0.069,0.089,0.081,0.184,0.2,0.1936,0.263,0.0003686635944700461,0.00037327188940092167,0.0008921658986175115,0.0012119815668202765
975,30,8.4,1.0,0.5,23,14,10.0,219,0.076,0.086,0.08199999999999999,0.069,0.088,0.0804,0.182,0.198,0.1916,0.258,0.0003744292237442922,0.0003671232876712329,0.0008748858447488584,0.001178082191780822
976,30,8.5,1.0,0.5,23,14,10.0,219,0.075,0.085,0.081,0.068,0.088,0.07999999999999999,0.205,0.222,0.2152,0.258,0.0003698630136986301,0.000365296803652968,0.000982648401826484,0.001178082191780822
977,30,8.6,1.0,0.5,23,14,10.0,219,0.077,0.087,0.08299999999999999,0.068,0.088,0.07999999999999999,0.181,0.197,0.1906,0.257,0.0003789954337899543,0.000365296803652968,0.0008703196347031963,0.00117351598173516
978,30,8.7,1.0,0.5,23,14,10.0,219,0.076,0.086,0.08199999999999999,0.068,0.088,0.07999999999999999,0.181,0.197,0.1906,0.256,0.0003744292237442922,0.000365296803652968,0.0008703196347031963,0.0011689497716894977
979,30,8.8,1.0,0.5,23,14,10.0,219,0.075,0.085,0.081,0.068,0.088,0.07999999999999999,0.18,0.196,0.1896,0.255,0.0003698630136986301,0.000365296803652968,0.0008657534246575342,0.0011643835616438356
